answer_id,mentor_id,question_id
60ef4d111b150af4af5c0378,60c2857a3ba5612cf4974dc3,60c7b69407dd7081773c5964
60ef54d61b150af4af60628c,60c2857a3ba5612cf4974dc3,60c7b69407dd704ee13c596a
60ef68b01b150af4af6e0633,60c2857a3ba5612cf4974dc3,60c7b69407dd708e8b3c5993
60ef728b1b150af4af75b1e7,602d8a119cdc4ae255fdf957,606e34d27dae606e7dd804cf
60ef72d11b150af4af75cdda,602d8a119cdc4ae255fdf957,606e34d27dae60b88fd804d1
60ef72e91b150af4af75d747,602d8a119cdc4ae255fdf957,606e34d27dae607a7cd804d2
60ef797b1b150af4af78abbf,602d8a119cdc4ae255fdf957,606e34d27dae600127d804da
60f6f61b1b150af4affff215,60b80235733e6a54b9c91d89,606bebe9ff6df91c69bb388b
60f6f61b1b150af4affff227,60b80235733e6a54b9c91d89,606bebe9ff6df95048bb388c
60f6f61c1b150af4affff28e,60b80235733e6a54b9c91d89,606bebeaff6df9d318bb3891
60f6f61c1b150af4affff2a1,60b80235733e6a54b9c91d89,606bec28ff6df92223bb38ab
60f6f61c1b150af4affff2ae,60b80235733e6a54b9c91d89,606bec28ff6df913cdbb38ac
60f6f61c1b150af4affff2d2,60b80235733e6a54b9c91d89,606bec93ff6df97846bb38c8
60f6f61d1b150af4affff34d,60b80235733e6a54b9c91d89,606e34d27dae60b1e0d804cd
60f6f61e1b150af4affff3ab,60b80235733e6a54b9c91d89,606e34d27dae607a7cd804d2
60f6f61e1b150af4affff3bf,60b80235733e6a54b9c91d89,606e34d27dae607297d804d3
60f6f61e1b150af4affff3ce,60b80235733e6a54b9c91d89,606e34d27dae605c47d804d4
60f6f61e1b150af4affff40e,60b80235733e6a54b9c91d89,606e34d27dae6087cad804d7
60f6f61e1b150af4affff435,60b80235733e6a54b9c91d89,606e34d27dae600127d804da
60f6f61f1b150af4affff4be,60b80235733e6a54b9c91d89,60f0982e97902da72f6eed18
60f86f691b150af4aff635fb,60cd7903fb18c394187e81e1,60c7b69407dd702a7c3c5963
60f8754b1b150af4aff8eebe,60cd7903fb18c394187e81e1,60f87485414594c5fe7f9ba2
60f88eab1b150af4af061f23,60f87a351b150af4affd249d,607766dec525ba27de68e799
60f88eaf1b150af4af062050,60f87a351b150af4affd249d,607766dec525ba7b7268e79a
60f88eb61b150af4af062237,60f87a351b150af4affd249d,607766dec525bac93868e79c
60f8914d1b150af4af07e02d,60f87a351b150af4affd249d,60d8d4069fcf35709d545635
60fdc7b5990506b3649e5dd7,60fdc3e2990506b3649bcd0d,606d025d0092bd664b85bcb9
60fdc841990506b3649e9208,60fdc3e2990506b3649bcd0d,60c7b69407dd7081773c5964
60fdca14990506b364a00684,60fdc3e2990506b3649bcd0d,60c7b69407dd7007eb3c5968
60fdca3c990506b364a0166e,60fdc3e2990506b3649bcd0d,60c7b69407dd704ee13c596a
60fdcd31990506b364a370eb,60fdc3e2990506b3649bcd0d,60c7b69407dd7092333c596f
60fdd091990506b364a53578,60fdc3e2990506b3649bcd0d,60c7b69407dd703c123c5974
60fdd15d990506b364a606f0,60fdc3e2990506b3649bcd0d,60fdcd8c4145947c4c8077c4
60fdd56b990506b364a93e6f,60fdc3e2990506b3649bcd0d,60c7b69407dd70d4af3c597c
60fdd922990506b364ab4996,60fdc3e2990506b3649bcd0d,60c7b69407dd70e2a73c597e
60fdd930990506b364ab4e53,60fdc3e2990506b3649bcd0d,60c7b69407dd70135d3c5980
60fdd9be990506b364ac332b,60fdc3e2990506b3649bcd0d,60c7b69407dd701a043c5985
60fdda89990506b364ac7a6d,60fdc3e2990506b3649bcd0d,60c7b69407dd70571b3c5983
60fddb87990506b364accebf,60fdc3e2990506b3649bcd0d,60c7b69407dd70a7bf3c5987
60fddf2f990506b364af6a51,60fdc3e2990506b3649bcd0d,60c7b69407dd706d053c598e
60fdf3fd990506b364ba3b4a,60fdc3e2990506b3649bcd0d,607766dec525ba87bf68e79b
60ff0196990506b364501160,60fdc3e2990506b3649bcd0d,60c7b69407dd704ad03c5990
610454086e6fa01e5b2f1f2f,60187c7f9cdc4ae25505049f,60c7b69407dd70e9753c5966
610467116e6fa01e5b39464a,60c2857a3ba5612cf4974dc3,60c7b69407dd701be53c596d
610468c56e6fa01e5b39df9e,60c2857a3ba5612cf4974dc3,60c7b69407dd70fe413c596e
6109d8c96e6fa01e5bf6f1dc,6109d2a86e6fa01e5bf3219f,60c7b69407dd702a7c3c5963
610c1dcfdaded52a65314dc4,60187c7f9cdc4ae25505049f,60c7b69407dd702a7c3c5963
610c32efdaded52a653b3137,610c3261daded52a653afb8e,606cebab4deb58685de5bb4e
610c4e3ddaded52a654a1c48,608c6b6470dca1fc36b79c3a,60c7b69407dd70e9753c5966
610c65fadaded52a6559b0e3,6109d2936e6fa01e5bf318fb,606cebab4deb58685de5bb4e
610dd2b116e879e3c3d7ec92,610dad8c16e879e3c3c6f711,6098b41257ab183da46cf777
610dd52216e879e3c3d9136e,610dd3f616e879e3c3d88818,606cebab4deb58685de5bb4e
610dd68a16e879e3c3d9b8a4,610dd3f616e879e3c3d88818,60c7b69407dd70e9753c5966
610dd7ec16e879e3c3da5f8c,610dd3f616e879e3c3d88818,60c7b69407dd70694b3c5969
610dda1016e879e3c3db5707,610dd3f616e879e3c3d88818,60c7b69407dd708c9f3c596b
610ddf3716e879e3c3ddfb1f,610dd3f616e879e3c3d88818,610ddb540f69c65578425670
610de04016e879e3c3de86c3,610dd3f616e879e3c3d88818,60c7b69407dd7033613c5973
610de0a216e879e3c3deb912,610dd3f616e879e3c3d88818,610ddc180f69c6e517425ba0
610de0eb16e879e3c3dedaca,610dad8c16e879e3c3c6f711,60c7b69407dd705b803c5967
610de1b116e879e3c3df3bbe,610dd3f616e879e3c3d88818,610de0b1493df839518f3299
610e939716e879e3c33569f4,610e854f16e879e3c32ea550,60c7b69407dd702a7c3c5963
610e9ff616e879e3c33b4689,610e854f16e879e3c32ea550,60c7b69407dd70a04d3c5971
610ea31a16e879e3c33cd3ce,610e854f16e879e3c32ea550,60c7b69407dd70075c3c5977
610ea3de16e879e3c33d3345,610e854f16e879e3c32ea550,60c7b69407dd70963e3c5978
610ea4e016e879e3c33dabfa,610e854f16e879e3c32ea550,60c7b69407dd70af8f3c597d
610ea71816e879e3c33ebdc5,610e854f16e879e3c32ea550,60c7b69407dd70afd33c597f
610eb76d16e879e3c3470503,610e854f16e879e3c32ea550,60c7b69407dd7027f03c598d
610eb7dd16e879e3c3473c19,610e854f16e879e3c32ea550,60c7b69407dd706d053c598e
610ecc3316e879e3c351392b,610e854f16e879e3c32ea550,60c7b69407dd7003ed3c599e
610ecd5416e879e3c351c3c8,610e854f16e879e3c32ea550,60d8d4069fcf35566c545600
60b81395733e6a54b9d4a7e8,60b80235733e6a54b9c91d89,607766dec525ba27de68e799
60b813b3733e6a54b9d4b1e2,60b80235733e6a54b9c91d89,607766dec525ba87bf68e79b
60bad45e733e6a54b90a467f,60ba6dbc733e6a54b9b9af3a,6098b41257ab183da46cf777
60cbcb39a9e91f526f6141eb,60cbc9dba9e91f526f60af8b,606cebab4deb58685de5bb4e
60cfa8222c386ac229b25bc3,60cfa73d2c386ac229b1ee55,606d025d0092bd664b85bcb9
60d0dd742c386ac22985a5ca,60cd7903fb18c394187e81e1,606cebab4deb58685de5bb4e
60d0dd912c386ac22985b167,60cd7903fb18c394187e81e1,606d025d0092bd664b85bcb9
60e5db0faad5f1526509d876,60e5dae7aad5f1526509c0bd,606cebab4deb58685de5bb4e
60e5f17faad5f152651dfdb4,60e5f15aaad5f152651de947,606cebab4deb58685de5bb4e
60e5f1a5aad5f152651e0e83,60e5f15aaad5f152651de947,606d025d0092bd664b85bcb9
60ef5dc71b150af4af66791b,60c2857a3ba5612cf4974dc3,60c7b69407dd705b803c5967
60ef5e0c1b150af4af66954d,60c2857a3ba5612cf4974dc3,60c7b69407dd70a04d3c5971
60ef69f81b150af4af6f4e18,60c2857a3ba5612cf4974dc3,60c7b69407dd7033613c5973
60ef70ea1b150af4af74f542,602d8a119cdc4ae255fdf957,606e34d27dae6056a2d804ca
60ef730e1b150af4af75e767,602d8a119cdc4ae255fdf957,606e34d27dae605c47d804d4
60ef73501b150af4af7602b5,602d8a119cdc4ae255fdf957,606e34d27dae603b4cd804d8
60ef73791b150af4af761410,602d8a119cdc4ae255fdf957,606e34d27dae609a8bd804d9
60f089371b150af4af1e334e,60cd7903fb18c394187e81e1,607766dec525ba27de68e799
60f6f61b1b150af4affff202,60b80235733e6a54b9c91d89,606beb0dff6df9c588bb3878
60f6f61c1b150af4affff27c,60b80235733e6a54b9c91d89,606bebeaff6df9fcd6bb3890
60f6f61d1b150af4affff30a,60b80235733e6a54b9c91d89,606e34d27dae60fe92d804c9
60f6f61d1b150af4affff32a,60b80235733e6a54b9c91d89,606e34d27dae60d949d804cb
60f6f61d1b150af4affff33b,60b80235733e6a54b9c91d89,606e34d27dae603f99d804cc
60f6f61e1b150af4affff38c,60b80235733e6a54b9c91d89,606e34d27dae60b88fd804d1
60f6f61e1b150af4affff401,60b80235733e6a54b9c91d89,606e34d27dae60f3f3d804d6
60f6f61f1b150af4affff489,60b80235733e6a54b9c91d89,60e50f8283e2e01bea9f3da0
60f86d351b150af4aff468f3,60cd7903fb18c394187e81e1,6098b41257ab183da46cf777
60f88eb21b150af4af06214b,60f87a351b150af4affd249d,607766dec525ba87bf68e79b
60f894201b150af4af09a84b,60f87a351b150af4affd249d,606cebab4deb58685de5bb4e
60fdc7a2990506b3649e55da,60fdc3e2990506b3649bcd0d,606cebab4deb58685de5bb4e
60fdc868990506b3649ea3b7,60fdc3e2990506b3649bcd0d,60c7b69407dd70415d3c5965
60fdc87b990506b3649eab94,60fdc3e2990506b3649bcd0d,60c7b69407dd70e9753c5966
60fdca28990506b364a00d6b,60fdc3e2990506b3649bcd0d,60c7b69407dd70694b3c5969
60fdca95990506b364a0e7c5,60fdc3e2990506b3649bcd0d,60c7b69407dd708c9f3c596b
60fdcb15990506b364a11d11,60fdc3e2990506b3649bcd0d,60c7b69407dd70481f3c596c
60fdd046990506b364a51c8d,60fdc3e2990506b3649bcd0d,60c7b69407dd70604a3c5972
60fdd35b990506b364a7a40a,60fdc3e2990506b3649bcd0d,60c7b69407dd7017343c5975
60fdd3be990506b364a7d045,60fdc3e2990506b3649bcd0d,60c7b69407dd70075c3c5977
60fdd3f2990506b364a7e8c6,60fdc3e2990506b3649bcd0d,60c7b69407dd706a183c597a
60fddcf3990506b364adee97,60fdc3e2990506b3649bcd0d,60c7b69407dd70b91a3c5988
60fddd01990506b364adf37d,60fdc3e2990506b3649bcd0d,60c7b69407dd70f0003c598a
60fddd16990506b364adfa66,60fdc3e2990506b3649bcd0d,60c7b69407dd7065293c5989
60fddea3990506b364af2b86,60fdc3e2990506b3649bcd0d,60fdd6024145948b1180ebe5
60fdf3ad990506b364ba1d6f,60fdc3e2990506b3649bcd0d,607766dec525ba27de68e799
60fdf3e6990506b364ba342f,60fdc3e2990506b3649bcd0d,607766dec525ba7b7268e79a
60fdf40a990506b364ba3fc1,60fdc3e2990506b3649bcd0d,607766dec525bac93868e79c
610453fe6e6fa01e5b2f1c0b,60187c7f9cdc4ae25505049f,60c7b69407dd70415d3c5965
60bf1d162a943eae6eecf81a,60bbd6c1733e6a54b9c40608,606cebab4deb58685de5bb4e
60de6d8faad5f15265ce05b4,60187c7f9cdc4ae25505049f,60de126f9fcf35b469545af0
60e5db9aaad5f152650a29fc,60e5dae7aad5f1526509c0bd,607766dec525ba27de68e799
60e5dba1aad5f152650a2cc4,60e5dae7aad5f1526509c0bd,607766dec525ba7b7268e79a
60e5dbaaaad5f152650a4e24,60e5dae7aad5f1526509c0bd,607766dec525ba87bf68e79b
60ef521f1b150af4af5dec1d,60c2857a3ba5612cf4974dc3,6098b41257ab183da46cf777
60ef63fc1b150af4af6a8401,60c2857a3ba5612cf4974dc3,60d8d4069fcf3543de545602
60ef6c9a1b150af4af716550,602d8a119cdc4ae255fdf957,6075d0d17dae6085f3d8063a
60ef70db1b150af4af74edba,602d8a119cdc4ae255fdf957,606e34d27dae60b1e0d804cd
60ef70e51b150af4af74f31e,602d8a119cdc4ae255fdf957,606e34d27dae60d949d804cb
60ef72801b150af4af75a6c6,602d8a119cdc4ae255fdf957,606e34d27dae60d87cd804ce
60ef72f41b150af4af75db33,602d8a119cdc4ae255fdf957,606e34d27dae607297d804d3
60ef73401b150af4af75fcbb,602d8a119cdc4ae255fdf957,606e34d27dae6087cad804d7
60ef799e1b150af4af78be45,602d8a119cdc4ae255fdf957,606e34d27dae603e6cd804db
60f089c01b150af4af1f1700,60cd7903fb18c394187e81e1,607766dec525bac93868e79c
60f6f61a1b150af4affff1a6,60b80235733e6a54b9c91d89,606b49f57340da2a6bce1d68
60f6f61b1b150af4affff1d6,60b80235733e6a54b9c91d89,606b4b4f7340da33a3ce1d79
60f6f61d1b150af4affff31b,60b80235733e6a54b9c91d89,606e34d27dae6056a2d804ca
60f6f61d1b150af4affff35a,60b80235733e6a54b9c91d89,606e34d27dae60d87cd804ce
60f6f61d1b150af4affff368,60b80235733e6a54b9c91d89,606e34d27dae606e7dd804cf
60f6f61e1b150af4affff41b,60b80235733e6a54b9c91d89,606e34d27dae603b4cd804d8
60f6f61e1b150af4affff427,60b80235733e6a54b9c91d89,606e34d27dae609a8bd804d9
60f88fe41b150af4af06a002,60f87a351b150af4affd249d,6098b41257ab183da46cf777
60fdc80b990506b3649e7d73,60fdc3e2990506b3649bcd0d,60c7b69407dd702a7c3c5963
60fdc992990506b3649fd629,60fdc3e2990506b3649bcd0d,60c7b69407dd705b803c5967
60fdcd06990506b364a3604d,60fdc3e2990506b3649bcd0d,60c7b69407dd70edd93c5970
60fdd14a990506b364a5bc30,60fdc3e2990506b3649bcd0d,60c7b69407dd7033613c5973
60fdd299990506b364a74dd3,60fdc3e2990506b3649bcd0d,60c7b69407dd70a04d3c5971
60fdd5aa990506b364a95a39,60fdc3e2990506b3649bcd0d,60c7b69407dd7027f03c598d
60fdd96e990506b364ab6325,60fdc3e2990506b3649bcd0d,60c7b69407dd70fe113c5984
6104683f6e6fa01e5b39b1d4,60c2857a3ba5612cf4974dc3,60d8d4069fcf35155a54560f
6109d61f6e6fa01e5bf540f7,6109d2a86e6fa01e5bf3219f,6098b41257ab183da46cf777
610c329ddaded52a653b11b3,610c3261daded52a653afb8e,6098b41257ab183da46cf777
610dd2a916e879e3c3d7e5b5,610dad8c16e879e3c3c6f711,606d025d0092bd664b85bcb9
610dd2c116e879e3c3d7f3ec,610dd25416e879e3c3d7bfe7,6098b41257ab183da46cf777
610dd2e516e879e3c3d801dc,610dad8c16e879e3c3c6f711,606cebab4deb58685de5bb4e
610dd38f16e879e3c3d852e2,610dad8c16e879e3c3c6f711,607766dec525ba27de68e799
61046a056e6fa01e5b3b00b3,60c2857a3ba5612cf4974dc3,60c7b69407dd7048113c5992
61046dcb6e6fa01e5b3c59c3,61044bfd6e6fa01e5b28ef9b,6098b41257ab183da46cf777
61084dba6e6fa01e5bd7ce28,60b80235733e6a54b9c91d89,607766dec525ba27de68e798
6109d6f66e6fa01e5bf640a6,6109d2a86e6fa01e5bf3219f,606cebab4deb58685de5bb4e
6109d70d6e6fa01e5bf64ba1,6109d2a86e6fa01e5bf3219f,606d025d0092bd664b85bcb9
6109d8f96e6fa01e5bf7030d,6109d2a86e6fa01e5bf3219f,60c7b69407dd7081773c5964
6109d9266e6fa01e5bf7469d,6109d2a86e6fa01e5bf3219f,60c7b69407dd70415d3c5965
610c4d4ddaded52a6549ab9e,608c6b6470dca1fc36b79c3a,60c7b69407dd702a7c3c5963
610c4e06daded52a654a0263,608c6b6470dca1fc36b79c3a,60c7b69407dd70415d3c5965
610c64f4daded52a65591e41,6109d2936e6fa01e5bf318fb,6098b41257ab183da46cf777
610dd3bd16e879e3c3d86982,610dad8c16e879e3c3c6f711,607766dec525ba7b7268e79a
610dd41c16e879e3c3d896c3,610dad8c16e879e3c3c6f711,60c7b69407dd702a7c3c5963
610dd5d316e879e3c3d9642b,610dd3f616e879e3c3d88818,606d025d0092bd664b85bcb9
610dd67216e879e3c3d9a9f4,610dd3f616e879e3c3d88818,60c7b69407dd70415d3c5965
610dd74d16e879e3c3da1040,610dd3f616e879e3c3d88818,60c7b69407dd7007eb3c5968
610dd9f216e879e3c3db4564,610dd3f616e879e3c3d88818,60c7b69407dd704ee13c596a
610ddb6016e879e3c3dbfa86,610dd3f616e879e3c3d88818,60c7b69407dd70edd93c5970
610ddf6d16e879e3c3de18c5,610dd3f616e879e3c3d88818,60c7b69407dd70a04d3c5971
610e915316e879e3c3345577,610e854f16e879e3c32ea550,606d025d0092bd664b85bcb9
610e951b16e879e3c3361cec,610e854f16e879e3c32ea550,60c7b69407dd7081773c5964
610e956316e879e3c3363c4e,610e854f16e879e3c32ea550,60c7b69407dd70415d3c5965
610e9e0b16e879e3c33a63cb,610e854f16e879e3c32ea550,60c7b69407dd70edd93c5970
610ea1c316e879e3c33c2c63,610e854f16e879e3c32ea550,60c7b69407dd7033613c5973
610ea4ee16e879e3c33db621,610e854f16e879e3c32ea550,60c7b69407dd7085043c597b
610ea4ee16e879e3c33db62c,610e854f16e879e3c32ea550,60c7b69407dd70d4af3c597c
610eadbc16e879e3c3420841,610e854f16e879e3c32ea550,60c7b69407dd70c41d3c5986
610eae5a16e879e3c3425c54,610e854f16e879e3c32ea550,60c7b69407dd70571b3c5983
610eb5a116e879e3c3462bcc,610e854f16e879e3c32ea550,60c7b69407dd7025283c598b
610ebc7f16e879e3c349744c,610e854f16e879e3c32ea550,60c7b69407dd7001013c5991
610ec13a16e879e3c34bd75c,610e854f16e879e3c32ea550,60c7b69407dd7048113c5992
610ec38416e879e3c34cfbd8,610e854f16e879e3c32ea550,60c7b69407dd70c07a3c5994
610ec55d16e879e3c34ddb03,610e854f16e879e3c32ea550,60c7b69407dd700b513c5998
610ec60316e879e3c34e2aae,610e854f16e879e3c32ea550,60c7b69407dd705b953c5997
610ec8c316e879e3c34f7f8c,610e854f16e879e3c32ea550,60c7b69407dd7064963c5999
610ec91216e879e3c34faa32,610e854f16e879e3c32ea550,60c7b69407dd7018133c599c
610ec92116e879e3c34fb0f5,610e854f16e879e3c32ea550,60c7b69407dd702a613c599d
610ecc5e16e879e3c35150db,610e854f16e879e3c32ea550,60c7b69407dd707a213c59a0
610eccd316e879e3c3518a3f,610e854f16e879e3c32ea550,60c7b69407dd7016793c599f
610dd62b16e879e3c3d989d3,610dd3f616e879e3c3d88818,60c7b69407dd702a7c3c5963
610dd64416e879e3c3d9972f,610dd3f616e879e3c3d88818,60c7b69407dd7081773c5964
610dda2f16e879e3c3db6643,610dd3f616e879e3c3d88818,60c7b69407dd70481f3c596c
610ddaf316e879e3c3dbc2f3,610dd3f616e879e3c3d88818,60c7b69407dd7092333c596f
610e89da16e879e3c330cceb,610e854f16e879e3c32ea550,6098b41257ab183da46cf777
610e8ac416e879e3c33140e2,610e860416e879e3c32efbd4,6098b41257ab183da46cf777
610e90b316e879e3c334053d,610e854f16e879e3c32ea550,606cebab4deb58685de5bb4e
610e980416e879e3c337802a,610e854f16e879e3c32ea550,60c7b69407dd705b803c5967
610e98b916e879e3c337d394,610e854f16e879e3c32ea550,60c7b69407dd704ee13c596a
610e999816e879e3c33846c1,610e854f16e879e3c32ea550,60c7b69407dd708c9f3c596b
610e9a8116e879e3c338b7a1,610e854f16e879e3c32ea550,60c7b69407dd7007eb3c5968
610e9c1216e879e3c339709d,610e854f16e879e3c32ea550,60c7b69407dd70694b3c5969
610e9c7416e879e3c3399baf,610e854f16e879e3c32ea550,60c7b69407dd7092333c596f
610ea0d916e879e3c33bb4b7,610e854f16e879e3c32ea550,60c7b69407dd703c123c5974
610ea18a16e879e3c33c1217,610e854f16e879e3c32ea550,60c7b69407dd7017343c5975
610ea1ec16e879e3c33c4298,610e854f16e879e3c32ea550,60c7b69407dd70604a3c5972
